Timestamp,How long have you been using Haskell?,Sample Question 2,How would you characterize your use of Haskell today?,What is the status of Haskell in your workplace?,What is the status of Haskell in your workplace?,In which domain(s) are you using Haskell?,Which environment(s) do you use to work with Haskell?,"What language was your primary language just prior to adopting Haskell – or, if Haskell is not your primary language now, what is that primary language?","If Haskell disappeared tomorrow, what language(s) might you use as a ""replacement""?",How would you rate the following qualities of Haskell libraries? [Documentation],How would you rate the following qualities of Haskell libraries? [Test coverage],How would you rate the following qualities of Haskell libraries? [Performance],How would you rate the following qualities of Haskell libraries? [Integration with other libraries],How would you rate the following qualities of Haskell libraries? [Cross platform compatility],How would you rate the following qualities of Haskell libraries? [API stability],How would you rate the following qualities of Haskell libraries? [Ease of use],How would you rate the following qualities of Hackage? [Number of libraries],How would you rate the following qualities of Hackage? [Overall quality of libraries],How would you rate the following qualities of Hackage? [Ease of finding a library for a given task],Reasoning about the performance of Haskell programs is...,What would help you most when reasoning about the performance of your Haskell programs?,How would you rate the following qualities of Hackage? [Ease of judging the quality of a library],What do you think is Haskell's most glaring weakness / blind spot / problem?,How would you rate the following qualities of Hackage? [Likelihood that a library will build on your machine]
7/20/2011 15:57:31,Months,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,Web development,Emacs / haskell-mode,"Common Lisp, Python","Clojure, Common Lisp, Erlang, F#, O'Caml, Scheme",5,5,5,5,5,5,5,5,4,5,1,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",4,,5
7/20/2011 16:01:33,1 year,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Math / data analysis, Network programming, Open source projects, System administration, Compilers / interpreters",vi,C,O'Caml,5,5,5,5,5,5,5,4,5,5,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",5,,4
7/20/2011 16:17:35,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Gaming",Geany,"C, C#",Scala,2,3,3,3,2,3,3,4,3,2,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), coding/design guidelines to prevent space leaks",1,"A lack of coding/design guidelines to prevent space leaks; trying to find space leaks afterwards is not good enough .
",2
7/20/2011 18:17:39,Months,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"""Big Data"": Hadoop etc, ""NoSQL"" usage, Commercial services","vi, Leksah","Java, Ruby","Clojure, Erlang",3,2,4,1,4,4,3,5,3,1,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,"Problem №1 for me is lack of real-life 'enterprise like' usages, libraries and so on... I don't want to see Yet Another Monad Tutorial )",2
7/20/2011 19:56:27,4 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Commercial products, Commercial services",vi,"C++, Java","Erlang, F#, Python",2,3,3,2,3,4,3,4,4,2,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",1,,3
7/20/2011 20:51:10,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Gaming, Open source projects","vi, Command line REPL",Objective C,"Clojure, Erlang, O'Caml",3,4,5,3,2,5,3,4,4,2,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,Cross-platforming is still pretty hard to do.,4
7/20/2011 21:05:12,Months,,I'm just tinkering.,,,Open source projects,"Eclipse / EclispeFP, Kate, Vim","C++, Python",Scala,,,,,,,4,5,,4,2,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,,2
7/20/2011 21:24:04,Weeks,,I'm just tinkering.,,I don't use Haskell at work,,"vi, Command line REPL",C#,"Clojure, Common Lisp, Erlang, F#, O'Caml, Scala",,,,,,,,4,4,,,,,"I would just like to say that I don't think I've used it enough to properly answer this question or the ones about libraries and run-time performance, so could you mark mine as N/A for those?

Thanks, and I'm enjoying learning Haskell a bit at a time.",
7/20/2011 21:35:56,3 years,,I use it at work.,,It's endorsed and used in production applications,"""NoSQL"" usage, Commercial products, Math / data analysis, Open source projects, Embedded, Computer Vision","Emacs / haskell-mode, Leksah, Command line REPL, Gedit","C, Javascript, Objective C, Python, R","Python, R, Agda",4,5,4,4,4,2,3,3,4,4,3,"Better library documentation (e.g. documented strictness properties), more training",2,"Need to cross compile to iphone, android.

The Haskell community is really great. There are certain gaps that intimidate or deter broader adoption.

Tutorial versus high performance code. Advanced programmers spend seem to spend a lot of time adding strictness, unboxing, and looking at GHC.Core. Pretty scary for a newbie trained on tutorial style code.

Type language, versus value language. Haskell is really two languages working together. One is the language of values, which is elegant. Then there is the type system, which is where all sorts of magic occurs in a ""difficult"" language. It's takes a while to  learn what to ignore when learning Haskell. Most programmers should not be worrying too much about advanced type system issues, but they need to know a little. The boundaries are not clear.

Type errors can seem very opaque to beginners and beyond. ""Inferred"" versus ""Expected"" took me forever to grok. Minor gripe.


",4
7/20/2011 22:05:00,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,,"Open source projects, Music",vi,Matlab,"O'Caml, Scheme, CPL",3,3,3,4,5,3,4,5,4,4,5,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,It is difficult to promote Haskell. Many libraries are experimental. ,4
7/21/2011 1:33:22,Months,,I'm just tinkering.,,I don't use Haskell at work,,"vi, Leksah, Command line REPL, Notepad++, Gedit","C++, Java, Python","F#, Javascript, Python, Ruby, Scala, Scheme",,,,,,,,,,,4,,,"Sticking with the ""old"" Prelude.",
7/21/2011 5:23:47,5+ years,,"I use it for serious ""hobby"" projects.",,It's endorsed and used in non-production activities,"Open source projects, Compilers / interpreters",Emacs / haskell-mode,"C, OmniMark","F#, Factor, Lua, O'Caml",2,2,4,4,4,3,4,4,4,4,5,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), better debugger",3,,4
7/21/2011 8:57:47,2 years,,I use it for my studies.,,I don't use Haskell at work,Graphics / art,Eclipse / EclispeFP,C#,"C#, F#",3,,,,3,,3,3,3,2,,,1,Poor IDE support,3
7/21/2011 11:39:10,5+ years,,"I'm just tinkering., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Math / data analysis, Open source projects, Compilers / interpreters",Emacs / haskell-mode,Java,O'Caml,3,3,3,3,5,3,1,2,4,3,5,Better understanding,3,,2
7/21/2011 14:43:35,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,,vi,Java,"Erlang, Javascript, O'Caml",4,3,4,4,5,5,5,5,3,2,3,Better run-time analysis tools (e.g. profilers),2,Lacking a way of interacting with the real world other than Monadic IO.,5
7/21/2011 18:21:55,Just started,,I'm just tinkering.,,I don't use Haskell at work,Math / data analysis,"Emacs / haskell-mode, Command line REPL, Eclipse / EclispeFP","C, C++, Perl, Python","Perl, Python",2,3,2,2,2,2,1,3,3,1,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,Haskell should have prescribed libraries which are considered standard like boost,2
7/21/2011 20:13:59,Months,,"I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,"EAI - ""enterprisy"" stuff, Math / data analysis","vi, Kate","Java, Scala","Clojure, Scala",4,3,4,3,2,3,4,4,3,3,2,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,GUI,2
7/21/2011 23:40:21,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,"Compilers / interpreters, small utilities",Emacs / haskell-mode,C,O'Caml,,,,,,,,,,,5,Better run-time analysis tools (e.g. profilers),,"Biggest problem - Lack of commercial use.

On the library questions - I'm generally pleased with the ease of finding a library for a particular task and with the quality of the libraries although I know that other languages have more extensive offerings.

On the run-time performance - This is mostly a non-issue for me.  Haskell is usually ""fast enough"" that I don't have to worry about it.  Of course, it can be a pain to track down a space leak.",
7/22/2011 0:56:35,Weeks,,I'm just tinkering.,,I don't use Haskell at work,"Math / data analysis, Web development",TextMate,C#,"F#, Objective C",4,5,5,4,,,5,,,,4,,,,
7/22/2011 3:19:55,1 year,,I'm just tinkering.,,I don't use Haskell at work,"Network programming, Open source projects, System administration, Compilers / interpreters",vi,"Java, Ruby",Erlang,4,3,4,3,3,3,4,4,4,5,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",4,,2
7/22/2011 14:23:58,2 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Compilers / interpreters,Emacs / haskell-mode,C++,Clojure,2,,,,,,,3,4,4,2,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,"LGPL.
ghc cannot be used for developing commercial software products out of the box.
Many Hackage libraries that are not LGPL are still infected by it indirectly due to library dependencies.
",5
7/22/2011 14:48:20,3 years,,I use it at work.,,It's endorsed and used in production applications,"Commercial products, Commercial services, Network programming, RDBMS programming, System administration, Web development","Emacs / haskell-mode, Notepad++, Gedit, Kate","C, C++, Java, Javascript, Perl",We would be fucked,5,4,,4,5,4,5,4,3,4,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,"Lack of IDE.
Error messages quality with advanced types.
Libraries for web services / soap
Outdated Monads | Applicative | Arrows class structure (lack of Pointed class).


",5
7/22/2011 17:22:52,5+ years,,I use it at work.,,It's endorsed and used in production applications,Compilers / interpreters,TextWrangler,C,C,2,3,2,2,3,3,4,3,3,3,4,Better static analysis tools (e.g. linters),3,"There should be built-in support for handling large chunks of binary data, or (if it is there) it should be better documented.",3
7/22/2011 18:37:41,2 years,,I'm just tinkering.,,I don't use Haskell at work,Web development,"vi, Command line REPL","Java, Python, Ruby","Factor, O'Caml, Scala",3,3,4,3,3,2,2,4,4,3,3,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,http://willowbend.cx/2011/07/22/whats-wrong-with-learning-haskell/,3
7/23/2011 3:11:51,Weeks,,I'm just tinkering.,,I don't use Haskell at work,"Network programming, System administration, Web development",Emacs / haskell-mode,Perl,,3,,,3,,3,3,4,3,2,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,,3
7/23/2011 6:03:22,Months,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"""NoSQL"" usage, Network programming, Open source projects, RDBMS programming, Web development",vi,"C, C++, Python","F#, O'Caml",2,2,3,3,3,3,2,3,3,3,2,Better run-time analysis tools (e.g. profilers),3,,3
7/23/2011 8:29:44,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Open source projects, Thick clients: GTK etc, Finance, Compilers / interpreters","Emacs / haskell-mode, inhouse IDE","C#, Common Lisp, Python","Common Lisp, F#, O'Caml, Clean",2,3,4,3,4,3,3,5,3,4,5,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,,3
7/23/2011 8:59:19,3 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,Embedded,vi,"C++, Ruby","Javascript, Lua, Scala",1,3,4,3,4,2,1,5,3,2,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",1,"too many blogs/articles deal with highly theoretical and abstract FP concepts but omit it's real world use. that's of course not necessarily a bad thing...it just doesn't help at all to endorse the usage of haskell in the real world. I feel a little more attention from a broader audience would benefit haskell.
take nodejs as an example: the community is vibrant and a LOT of really god libraries and applications emerge. thus growing haskell more intensively  outside the realms of theoreticians might give a real boost for us as well...
having said this I really think haskell has done a tremendous job...especially with people like dons and Brian and tibbe. thanks for helping to put life into this wonderful language! oliver mueller
p.s. longest text I ever typed on my nexus one...no fun AT ALL :)",4
7/23/2011 17:46:06,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Open source projects, Compilers / interpreters",Emacs / haskell-mode,Common Lisp,"Common Lisp, O'Caml, Prolog, Python, Ruby",4,3,3,4,4,4,5,4,4,2,3,"Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,,4
7/23/2011 18:05:35,1 year,,"I use it for serious ""hobby"" projects.",,It's used secretly,Network programming,vi,"C#, Python","C#, F#, Python",3,4,4,3,3,3,4,4,3,3,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,"Lack of giant common libraries (e.g. python standard lib, .Net standard libraries, etc.)
lack of universal gui toolkit
difficult to grok complex things like monads, as there are a lot of mathematical explanations, but not too many practical guides",3
